@relation packet
@attribute duration real
@attribute protocol_type {udp, tcp, icmp} 
@attribute service {private,domain_u,http,HTTP,smtp,ftp_data,ftp,eco_i, other,auth,ecr_i,IRC,XLL,X11,Xll,finger,time,domain,telnet,pop_3,ldap, login, name, ntp_u, http_443, sunrpc, printer, systat, tim_i, netstat, remote_job, link, urp_i, sql_net, bgp, pop_2, tftp_u, uucp, imap4, pm_dump, nnsp, courier, daytime, iso_tsap, echo,discard, ssh, whois, mtp, gopher, rje, ctf, supdup, hostnames, csnet_ns, uucp_path, nntp, netbios_ns, netbios_dgm, netbios_ssn, vmnet, Z39_50, exec, shell, efs, klogin, kshell, icmp}
@attribute flag {SF, RSTR, S1, REJ, S3, RSTO, S0, S2, RSTOS0,SH, OTH}
@attribute src_bytes real
@attribute dst_bytes real
@attribute land {0, 1}
@attribute urgent real
@attribute logged_in {0, 1}
@attribute is_host_login  {0, 1}
@attribute is_guest_login{0, 1}
@attribute count real
@attribute Intrutor {normal,probe,DOS,U2R,R2L}

@data
0,tcp,auth,SF,9,38,0,0,1,0,0,1,normal
0,tcp,auth,SF,10,38,0,0,1,0,0,1,normal
0,tcp,auth,SF,9,36,0,0,1,0,0,1,normal
0,tcp,auth,SF,9,35,0,0,1,0,0,1,normal
0,tcp,auth,SF,10,39,0,0,1,0,0,1,normal
0,tcp,auth,SF,10,39,0,0,1,0,0,1,normal
0,tcp,auth,SF,10,38,0,0,1,0,0,1,normal
0,tcp,auth,SF,9,38,0,0,1,0,0,1,normal
0,tcp,auth,SF,9,36,0,0,1,0,0,1,normal
0,tcp,auth,SF,9,36,0,0,1,0,0,1,normal
0,tcp,auth,SF,9,37,0,0,1,0,0,1,normal
0,tcp,auth,SF,10,39,0,0,1,0,0,2,normal
0,tcp,auth,SF,10,39,0,0,1,0,0,2,normal
0,tcp,auth,SF,10,36,0,0,1,0,0,2,normal
0,tcp,auth,SF,9,37,0,0,1,0,0,2,normal
0,tcp,auth,SF,9,35,0,0,1,0,0,2,normal
1,tcp,auth,SF,10,38,0,0,1,0,0,2,normal
0,tcp,auth,SF,10,39,0,0,1,0,0,2,normal
0,tcp,auth,SF,10,37,0,0,1,0,0,1,normal
0,tcp,auth,SF,9,37,0,0,1,0,0,2,normal
0,tcp,auth,SF,9,38,0,0,1,0,0,2,normal
0,tcp,auth,SF,9,38,0,0,1,0,0,2,normal
0,tcp,auth,SF,9,36,0,0,1,0,0,1,normal
0,tcp,auth,SF,9,35,0,0,1,0,0,2,normal
0,tcp,auth,SF,10,39,0,0,1,0,0,2,normal
0,tcp,auth,SF,10,37,0,0,1,0,0,2,normal
0,tcp,auth,SF,10,35,0,0,1,0,0,2,normal
0,tcp,auth,SF,9,34,0,0,1,0,0,2,normal
0,tcp,auth,SF,9,34,0,0,1,0,0,2,normal
0,tcp,auth,SF,9,37,0,0,1,0,0,2,normal
0,tcp,auth,SF,9,36,0,0,1,0,0,2,normal
0,tcp,auth,SF,9,34,0,0,1,0,0,2,normal
0,tcp,auth,SF,10,38,0,0,1,0,0,1,normal
0,tcp,auth,SF,10,39,0,0,1,0,0,2,normal
0,tcp,auth,SF,10,39,0,0,1,0,0,2,normal
0,tcp,auth,SF,9,35,0,0,1,0,0,1,normal
0,tcp,auth,SF,9,38,0,0,1,0,0,2,normal
0,tcp,auth,SF,9,38,0,0,1,0,0,2,normal
0,tcp,auth,SF,9,36,0,0,1,0,0,2,normal
0,tcp,auth,SF,9,38,0,0,1,0,0,2,normal
0,tcp,auth,SF,9,34,0,0,1,0,0,1,normal
0,tcp,auth,SF,9,38,0,0,1,0,0,2,normal
0,tcp,auth,SF,10,39,0,0,1,0,0,1,normal
0,tcp,auth,SF,10,39,0,0,1,0,0,2,normal
0,tcp,auth,SF,9,36,0,0,1,0,0,2,normal
0,tcp,auth,SF,10,37,0,0,1,0,0,1,normal
0,tcp,auth,SF,9,38,0,0,1,0,0,3,normal
0,tcp,auth,SF,9,36,0,0,1,0,0,2,normal
0,tcp,auth,SF,9,36,0,0,1,0,0,2,normal
0,tcp,auth,SF,9,36,0,0,1,0,0,1,normal
0,tcp,auth,SF,9,37,0,0,1,0,0,1,normal
0,tcp,auth,SF,10,37,0,0,1,0,0,1,normal
0,tcp,auth,SF,10,37,0,0,1,0,0,1,normal
0,tcp,auth,SF,10,38,0,0,1,0,0,1,normal
0,tcp,auth,SF,10,38,0,0,1,0,0,1,normal
0,tcp,auth,SF,10,39,0,0,1,0,0,1,normal
0,tcp,auth,SF,9,37,0,0,1,0,0,1,normal
0,tcp,auth,SF,9,37,0,0,1,0,0,1,normal
0,tcp,auth,SF,9,36,0,0,1,0,0,1,normal
0,tcp,auth,SF,10,37,0,0,1,0,0,1,normal
0,tcp,auth,SF,10,38,0,0,1,0,0,1,normal
0,tcp,bgp,SH,0,0,0,0,0,0,0,1,probe
0,tcp,bgp,S0,0,0,0,0,0,0,0,249,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,250,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,253,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,254,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,257,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,258,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,261,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,262,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,265,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,266,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,269,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,270,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,273,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,274,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,277,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,278,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,281,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,282,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,285,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,286,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,102,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,124,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,125,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,126,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,127,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,128,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,129,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,130,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,131,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,132,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,133,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,134,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,135,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,136,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,137,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,138,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,139,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,140,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,141,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,142,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,258,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,259,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,262,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,263,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,266,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,267,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,270,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,271,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,196,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,265,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,266,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,269,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,270,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,273,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,274,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,276,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,277,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,280,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,283,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,284,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,191,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,193,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,197,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,198,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,201,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,202,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,205,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,206,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,209,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,210,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,277,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,278,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,281,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,282,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,285,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,286,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,288,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,289,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,292,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,293,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,256,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,258,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,259,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,262,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,263,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,266,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,267,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,270,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,271,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,273,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,274,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,277,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,278,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,281,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,282,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,285,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,229,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,232,DOS
0,tcp,bgp,S0,0,0,0,0,0,0,0,233,DOS
0,tcp,courier,SH,0,0,0,0,0,0,0,1,probe
0,tcp,courier,S0,0,0,0,0,0,0,0,97,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,98,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,99,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,100,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,101,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,102,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,103,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,104,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,105,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,106,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,107,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,108,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,109,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,110,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,111,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,112,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,113,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,114,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,115,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,116,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,101,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,102,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,103,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,104,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,125,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,101,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,102,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,103,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,104,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,105,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,106,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,107,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,108,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,109,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,110,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,111,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,112,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,113,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,114,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,115,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,122,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,123,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,124,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,125,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,126,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,127,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,128,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,129,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,130,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,131,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,132,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,133,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,134,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,135,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,136,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,137,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,138,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,139,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,140,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,141,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,107,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,108,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,109,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,110,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,111,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,113,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,114,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,115,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,116,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,117,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,118,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,119,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,120,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,121,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,122,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,123,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,124,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,125,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,126,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,127,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,109,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,110,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,111,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,112,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,113,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,114,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,115,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,116,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,117,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,118,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,119,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,120,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,121,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,122,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,123,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,124,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,125,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,126,DOS
0,tcp,courier,S0,0,0,0,0,0,0,0,127,DOS
0,tcp,csnet_ns,SH,0,0,0,0,0,0,0,1,probe
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,189,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,192,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,193,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,196,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,197,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,200,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,201,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,204,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,205,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,208,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,209,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,212,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,215,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,216,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,219,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,288,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,191,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,194,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,195,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,198,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,101,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,103,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,142,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,143,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,144,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,101,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,104,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,105,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,106,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,108,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,109,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,110,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,111,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,112,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,113,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,114,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,115,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,116,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,117,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,118,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,212,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,213,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,216,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,217,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,220,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,221,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,224,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,225,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,228,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,229,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,232,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,233,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,236,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,237,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,240,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,241,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,244,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,245,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,248,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,249,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,111,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,114,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,115,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,118,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,119,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,122,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,123,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,126,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,127,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,130,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,131,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,134,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,135,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,138,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,139,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,142,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,143,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,146,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,147,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,150,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,190,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,191,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,194,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,195,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,198,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,199,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,202,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,204,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,205,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,202,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,208,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,209,DOS
0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,212,DOS
